Date,Average Temperature,Maximum temperature,Minimum temperature,Average relative humidity,Total rainfall,Average wind speed,AverageÂ visibility,Average pH,Maximam pH,Minimum pH,Average Sanility,Maximam Sanility,Minimum Sanility,Disease_Presence_Prob,Disease_Presence_Pred,Predicted_Disease_Type
2027-07-23,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-07-24,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-07-25,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-07-26,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-07-27,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-07-28,28.149921,33.14836,24.763418,76.61709,0.53835946,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-07-29,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-07-30,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-07-31,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-01,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-02,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-03,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-04,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-08-05,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-06,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-07,28.149921,33.14836,24.763418,76.61709,0.5383592,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-08-08,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-09,28.149921,33.14836,24.763418,76.61709,0.53836197,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-10,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-11,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-12,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-13,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-08-14,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-08-15,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.39724624,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-16,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-17,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-18,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-19,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-20,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-21,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-08-22,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Brown Spot
2027-08-23,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-24,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-25,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-08-26,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-08-27,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Blast
2027-08-28,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-08-29,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-08-30,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-08-31,28.149921,33.14836,24.763418,76.617096,0.5383603,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-01,28.149921,33.14836,24.763416,76.61709,0.53836113,19.728342,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-02,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-03,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-04,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-05,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-06,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-07,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-08,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-09,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-09-10,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-11,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-12,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-13,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-14,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-09-15,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-16,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-17,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-18,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-19,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-20,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-21,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-22,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-23,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-24,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-25,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-09-26,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-09-27,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-09-28,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-09-29,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-09-30,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-01,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-10-02,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-03,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-04,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-05,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-10-06,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-07,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-08,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-09,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-10,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-11,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-12,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-13,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-14,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-15,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-16,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-17,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-18,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-19,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-10-20,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-21,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-22,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-23,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972504,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-24,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-10-25,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-26,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-27,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-10-28,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-10-29,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-10-30,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-10-31,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-01,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-02,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-03,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-04,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-05,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-11-06,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Brown Spot
2027-11-07,28.149921,33.14836,24.763418,76.61709,0.53835976,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-11-08,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-09,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-10,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-11-11,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-12,28.149921,33.14836,24.763418,76.61709,0.5383606,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-13,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-11-14,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-15,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-16,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-17,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-18,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-11-19,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-20,28.149921,33.14836,24.763418,76.61709,0.53835976,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-21,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-22,28.149921,33.14836,24.763418,76.61709,0.53836,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-11-23,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728342,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.077953145,0.0,0,Brown Spot
2027-11-24,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-11-25,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-11-26,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-27,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-28,28.149921,33.14836,24.763418,76.61709,0.53835976,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-11-29,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-11-30,28.149921,33.14836,24.763418,76.61709,0.53835946,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-12-01,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-12-02,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-12-03,28.149921,33.14836,24.763418,76.61709,0.53835946,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-12-04,28.149921,33.14836,24.763418,76.61709,0.5383614,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-12-05,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-12-06,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-12-07,28.149921,33.14836,24.763418,76.61709,0.53836197,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795313,0.0,0,Blast
2027-12-08,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-12-09,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-12-10,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-12-11,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-12-12,28.149921,33.14836,24.763418,76.61709,0.53836113,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-12-13,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Sheath Blight
2027-12-14,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-12-15,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-12-16,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197251,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-12-17,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Bacterial Leaf Blight
2027-12-18,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Brown Spot
2027-12-19,28.149921,33.14836,24.763418,76.61709,0.5383603,19.728344,4.1972513,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
2027-12-20,28.149921,33.14836,24.763418,76.61709,0.53836083,19.728344,4.197252,6.3100266,8.248142,4.9996786,0.3972462,1.201577,0.07795314,0.0,0,Blast
